transaction_id,customer_id,date,amount,type,merchant
T01230,C0034,2023-01-01,10318,Debit,Electric Bill
T01231,C0197,2024-01-30,61063,Credit,Salary
T01232,C0144,2024-07-14,8377,Debit,Rent
T01233,C0073,2024-12-01,2195,Debit,Rent
T01234,C0001,2024-09-20,18539,Debit,Salary
T01235,C0129,2023-07-06,67769,Credit,ATM Withdrawal
T01236,C0134,2023-03-21,79831,Credit,Amazon
T01237,C0142,2024-03-13,74566,Credit,Salary
T01238,C0116,2024-08-26,18288,Credit,Swiggy
T01239,C0158,2023-01-24,3345,Debit,Rent
T01240,C0105,2023-11-05,9226,Debit,Amazon
T01241,C0077,2024-11-25,21382,Credit,ATM Withdrawal
T01242,C0055,2024-07-20,8346,Debit,Rent
T01243,C0143,2024-11-15,8600,Credit,Rent
T01244,C0132,2023-03-28,11985,Debit,Flipkart
T01245,C0009,2024-09-14,78822,Credit,Rent
T01246,C0074,2023-07-20,15362,Debit,Rent
T01247,C0013,2024-06-02,6482,Debit,Salary
T01248,C0055,2024-01-22,70441,Credit,Flipkart
T01249,C0121,2024-08-05,12716,Credit,Electric Bill
T01250,C0016,2024-02-10,10620,Debit,Flipkart
T01251,C0048,2024-06-04,15618,Debit,Flipkart
T01252,C0037,2023-10-06,17528,Debit,Swiggy
T01253,C0160,2024-09-22,6980,Debit,Zomato
T01254,C0067,2023-06-26,16442,Debit,Salary
T01255,C0135,2024-07-29,72810,Credit,Electric Bill
T01256,C0026,2024-05-05,79578,Credit,Zomato
T01257,C0053,2023-09-09,11517,Debit,Salary
T01258,C0010,2023-06-25,76450,Credit,ATM Withdrawal
T01259,C0178,2023-10-26,45158,Credit,Rent
T01260,C0079,2023-10-31,58573,Credit,Rent
T01261,C0005,2024-02-02,61480,Credit,Electric Bill
T01262,C0119,2023-08-12,13572,Debit,Rent
T01263,C0087,2023-05-07,41513,Credit,Amazon
T01264,C0150,2023-02-08,40582,Credit,Amazon
T01265,C0001,2023-03-13,19833,Credit,Flipkart
T01266,C0017,2024-02-19,51267,Credit,Zomato
T01267,C0019,2023-02-16,5089,Debit,Salary
T01268,C0164,2024-08-19,9980,Credit,Electric Bill
T01269,C0062,2024-05-02,6850,Debit,Salary
T01270,C0099,2023-07-28,25777,Credit,Amazon
T01271,C0072,2024-08-22,69685,Credit,Swiggy
T01272,C0161,2024-04-22,58977,Credit,Salary
T01273,C0022,2024-10-20,73472,Credit,Swiggy
T01274,C0142,2024-10-01,9018,Debit,Rent
T01275,C0067,2023-01-18,5655,Debit,Swiggy
T01276,C0005,2023-02-08,46599,Credit,Swiggy
T01277,C0027,2024-08-15,841,Debit,Amazon
T01278,C0200,2023-09-02,17640,Debit,Flipkart
T01279,C0160,2023-10-21,19868,Debit,ATM Withdrawal
T01280,C0094,2024-04-01,73425,Credit,ATM Withdrawal
T01281,C0160,2024-04-05,44533,Credit,Electric Bill
T01282,C0008,2023-05-22,9615,Debit,Rent
T01283,C0080,2024-11-27,52732,Credit,Salary
T01284,C0149,2024-06-12,10632,Debit,Swiggy
T01285,C0043,2024-08-30,15656,Credit,Swiggy
T01286,C0033,2023-03-12,7611,Debit,ATM Withdrawal
T01287,C0010,2024-09-27,17327,Credit,ATM Withdrawal
T01288,C0190,2023-10-06,12855,Debit,Zomato
T01289,C0187,2023-10-09,7947,Debit,Salary
T01290,C0116,2024-03-17,79907,Credit,Flipkart
T01291,C0010,2023-07-24,35913,Credit,ATM Withdrawal
T01292,C0171,2023-11-18,62962,Credit,Electric Bill
T01293,C0071,2024-02-07,7214,Debit,Electric Bill
T01294,C0188,2023-11-27,45201,Credit,Flipkart
T01295,C0070,2024-07-11,5945,Debit,Electric Bill
T01296,C0072,2023-01-01,50319,Credit,Rent
T01297,C0186,2024-03-15,10650,Credit,Flipkart
T01298,C0037,2024-07-03,20142,Credit,Zomato
T01299,C0093,2024-07-19,10831,Debit,Rent
T01300,C0025,2023-12-23,69068,Credit,Flipkart
T01301,C0171,2024-03-17,14201,Debit,Rent
T01302,C0173,2023-07-23,7758,Debit,Swiggy
T01303,C0046,2024-08-06,68464,Credit,Salary
T01304,C0182,2024-02-12,7655,Credit,Rent
T01305,C0018,2024-08-21,44101,Credit,Zomato
T01306,C0060,2023-03-18,476,Debit,Electric Bill
T01307,C0027,2024-07-28,18543,Credit,Rent
T01308,C0091,2023-08-30,69679,Credit,Electric Bill
T01309,C0013,2024-08-20,3463,Debit,Swiggy
T01310,C0005,2023-10-10,17998,Debit,Swiggy
T01311,C0070,2024-07-01,7535,Debit,Salary
T01312,C0156,2024-06-29,69710,Credit,ATM Withdrawal
T01313,C0147,2023-02-07,74483,Credit,Electric Bill
T01314,C0170,2023-09-05,6580,Debit,ATM Withdrawal
T01315,C0096,2023-06-27,12209,Debit,Zomato
T01316,C0165,2023-12-10,9191,Credit,Zomato
T01317,C0120,2024-05-21,3725,Debit,Flipkart
T01318,C0050,2023-04-28,15104,Debit,ATM Withdrawal
T01319,C0017,2023-05-06,8516,Debit,Swiggy
T01320,C0190,2024-11-04,18787,Debit,Amazon
T01321,C0170,2024-03-09,12012,Debit,Salary
T01322,C0176,2024-10-26,42500,Credit,Electric Bill
T01323,C0122,2023-03-25,61771,Credit,Zomato
T01324,C0165,2024-04-22,558,Debit,Salary
T01325,C0005,2023-09-27,11041,Credit,ATM Withdrawal
T01326,C0158,2024-06-23,3294,Debit,Flipkart
T01327,C0060,2023-11-05,5510,Debit,Zomato
T01328,C0004,2024-09-26,9114,Credit,Salary
T01329,C0150,2024-11-06,28449,Credit,Amazon
T01330,C0162,2024-07-08,50424,Credit,Electric Bill
T01331,C0174,2024-11-05,40343,Credit,Electric Bill
T01332,C0078,2024-09-30,8450,Debit,Salary
T01333,C0039,2024-04-03,19001,Debit,Amazon
T01334,C0006,2024-06-16,46656,Credit,ATM Withdrawal
T01335,C0088,2023-04-10,15136,Credit,Amazon
T01336,C0144,2024-02-24,9626,Debit,Rent
T01337,C0113,2024-10-06,2710,Debit,Flipkart
T01338,C0180,2024-09-01,7013,Credit,Electric Bill
T01339,C0072,2024-06-11,67749,Credit,Zomato
T01340,C0153,2023-05-24,15368,Credit,Swiggy
T01341,C0030,2023-06-14,15565,Credit,Salary
T01342,C0058,2023-12-11,59188,Credit,Zomato
T01343,C0166,2024-03-10,10155,Debit,Rent
T01344,C0159,2023-12-05,14012,Debit,Rent
T01345,C0181,2024-05-27,11586,Debit,Swiggy
T01346,C0194,2024-11-22,49615,Credit,Zomato
T01347,C0140,2024-05-25,9692,Debit,Electric Bill
T01348,C0140,2024-04-05,31235,Credit,Flipkart
T01349,C0087,2024-10-30,4256,Debit,Salary
T01350,C0165,2024-05-18,7659,Credit,ATM Withdrawal
T01351,C0112,2024-02-23,77405,Credit,ATM Withdrawal
T01352,C0078,2023-12-05,11233,Credit,Rent
T01353,C0134,2023-08-17,29649,Credit,Flipkart
T01354,C0115,2024-02-12,49963,Credit,Zomato
T01355,C0008,2023-05-18,55919,Credit,ATM Withdrawal
T01356,C0145,2023-10-27,35637,Credit,Amazon
T01357,C0090,2023-03-12,18389,Debit,ATM Withdrawal
T01358,C0051,2024-04-07,30539,Credit,Swiggy
T01359,C0152,2024-10-26,11046,Debit,ATM Withdrawal
T01360,C0137,2023-07-19,11273,Debit,Amazon
T01361,C0021,2024-07-05,3592,Debit,Flipkart
T01362,C0029,2023-05-28,11339,Debit,Rent
T01363,C0161,2023-09-25,7111,Debit,Amazon
T01364,C0005,2023-04-16,15367,Credit,Swiggy
T01365,C0067,2024-04-03,40315,Credit,Salary
T01366,C0192,2024-01-15,22456,Credit,Zomato
T01367,C0159,2023-12-17,6637,Debit,Rent
T01368,C0108,2024-02-16,61821,Credit,Amazon
T01369,C0053,2023-01-26,17006,Credit,Flipkart
T01370,C0002,2024-09-19,6682,Debit,Flipkart
T01371,C0003,2024-04-23,18455,Debit,Rent
T01372,C0122,2024-06-05,16353,Debit,Zomato
T01373,C0063,2023-04-16,19646,Credit,Swiggy
T01374,C0064,2024-10-30,78919,Credit,Flipkart
T01375,C0116,2023-12-05,11204,Debit,Electric Bill
T01376,C0122,2024-11-24,9631,Debit,Rent
T01377,C0160,2024-09-26,25269,Credit,Flipkart
T01378,C0146,2023-06-28,12758,Debit,Rent
T01379,C0195,2024-03-01,13839,Debit,ATM Withdrawal
T01380,C0066,2023-12-21,15161,Debit,Salary
T01381,C0071,2024-07-22,13282,Credit,Rent
T01382,C0007,2023-04-25,58032,Credit,Electric Bill
T01383,C0184,2023-06-24,77236,Credit,Flipkart
T01384,C0153,2024-02-23,16005,Debit,Salary
T01385,C0113,2024-11-20,26993,Credit,Electric Bill
T01386,C0004,2023-04-17,35630,Credit,ATM Withdrawal
T01387,C0023,2024-10-10,16347,Debit,Flipkart
T01388,C0169,2024-03-25,41226,Credit,Swiggy
T01389,C0116,2023-09-10,21464,Credit,Swiggy
T01390,C0105,2023-07-18,9253,Debit,Flipkart
T01391,C0064,2024-01-08,10038,Debit,Flipkart
T01392,C0150,2024-09-19,1228,Debit,Zomato
T01393,C0052,2023-05-14,33941,Credit,Electric Bill
T01394,C0052,2023-03-14,3567,Debit,ATM Withdrawal
T01395,C0140,2023-12-18,4863,Debit,Rent
T01396,C0119,2023-09-21,29503,Credit,Salary
T01397,C0131,2023-06-04,16660,Credit,Swiggy
T01398,C0163,2024-02-04,36675,Credit,Swiggy
T01399,C0166,2023-04-27,18876,Debit,ATM Withdrawal
T01400,C0121,2024-06-23,18608,Debit,Amazon
T01401,C0093,2023-12-25,15339,Debit,ATM Withdrawal
T01402,C0068,2024-04-03,40636,Credit,Swiggy
T01403,C0060,2024-04-17,75243,Credit,Electric Bill
T01404,C0166,2024-02-23,4094,Debit,Salary
T01405,C0124,2023-10-28,6567,Credit,Rent
T01406,C0124,2024-04-02,9317,Debit,Amazon
T01407,C0021,2024-08-28,19716,Debit,Salary
T01408,C0021,2023-06-09,11773,Debit,Rent
T01409,C0084,2024-09-11,65653,Credit,Salary
T01410,C0134,2023-07-20,16582,Credit,ATM Withdrawal
T01411,C0188,2024-05-07,8091,Credit,Amazon
T01412,C0029,2024-08-09,44323,Credit,Swiggy
T01413,C0152,2024-09-24,13921,Debit,Swiggy
T01414,C0167,2023-09-11,67573,Credit,Rent
T01415,C0012,2023-05-16,38896,Credit,Zomato
T01416,C0022,2024-05-28,57481,Credit,Salary
T01417,C0117,2023-05-25,66026,Credit,Electric Bill
T01418,C0057,2023-03-04,16998,Debit,Amazon
T01419,C0054,2024-04-05,3275,Debit,Electric Bill
T01420,C0098,2024-07-11,35425,Credit,Zomato
T01421,C0152,2023-10-12,2371,Debit,Amazon
T01422,C0041,2024-07-04,15140,Debit,ATM Withdrawal
T01423,C0148,2024-08-11,37156,Credit,Zomato
T01424,C0197,2023-04-23,52758,Credit,Amazon
T01425,C0124,2024-09-16,13746,Debit,Electric Bill
T01426,C0057,2023-09-27,56460,Credit,Amazon
T01427,C0103,2023-03-24,13572,Credit,Electric Bill
T01428,C0150,2024-07-15,32163,Credit,Salary
T01429,C0078,2024-09-17,38536,Credit,Salary
T01430,C0059,2024-06-09,9567,Debit,Rent
T01431,C0073,2024-07-03,8991,Debit,Rent
T01432,C0060,2023-12-27,9544,Debit,Salary
T01433,C0178,2024-02-28,4457,Debit,Electric Bill
T01434,C0036,2024-10-13,32617,Credit,Zomato
T01435,C0101,2024-07-11,3618,Debit,ATM Withdrawal
T01436,C0109,2024-05-21,68998,Credit,Salary
T01437,C0012,2023-08-12,65901,Credit,Salary
T01438,C0104,2024-04-21,28568,Credit,Amazon
T01439,C0094,2024-04-22,14007,Debit,Flipkart
T01440,C0044,2023-01-30,20676,Credit,Swiggy
T01441,C0177,2024-08-25,670,Debit,Electric Bill
T01442,C0188,2024-04-27,18332,Debit,Amazon
T01443,C0180,2024-08-06,14421,Credit,Electric Bill
T01444,C0091,2023-07-17,64553,Credit,ATM Withdrawal
T01445,C0151,2023-10-27,8007,Debit,Swiggy
T01446,C0029,2024-09-09,12037,Debit,Amazon
T01447,C0091,2024-09-28,48159,Credit,Zomato
T01448,C0080,2023-01-14,20556,Credit,Flipkart
T01449,C0116,2023-07-04,42623,Credit,Amazon
T01450,C0200,2023-02-03,45419,Credit,Zomato
T01451,C0138,2024-09-24,78711,Credit,Rent
T01452,C0114,2023-06-23,50247,Credit,Rent
T01453,C0068,2024-05-01,47884,Credit,Electric Bill
T01454,C0116,2024-06-29,53454,Credit,Salary
T01455,C0009,2024-08-29,45173,Credit,ATM Withdrawal
T01456,C0180,2024-09-14,18498,Debit,Flipkart
T01457,C0038,2023-04-15,12357,Debit,ATM Withdrawal
T01458,C0107,2023-12-01,18392,Credit,Rent
T01459,C0057,2024-10-07,21383,Credit,Rent
T01460,C0189,2023-12-09,12520,Debit,Flipkart
T01461,C0200,2023-12-10,63261,Credit,Swiggy
T01462,C0008,2024-10-26,20085,Credit,Salary
T01463,C0175,2023-05-22,6212,Debit,Electric Bill
T01464,C0019,2024-04-26,19534,Credit,ATM Withdrawal
T01465,C0125,2024-11-07,14159,Debit,Zomato
T01466,C0081,2023-02-06,1235,Debit,ATM Withdrawal
T01467,C0124,2023-05-23,14065,Debit,Salary
T01468,C0147,2024-05-29,48711,Credit,Electric Bill
T01469,C0124,2023-05-19,58469,Credit,Swiggy
T01470,C0059,2024-01-14,37070,Credit,Zomato
T01471,C0032,2023-06-21,6078,Debit,Rent
T01472,C0115,2023-05-19,8773,Debit,Flipkart
T01473,C0091,2023-06-28,1542,Debit,Amazon
T01474,C0084,2024-10-15,68414,Credit,Swiggy
T01475,C0104,2023-01-05,40725,Credit,Salary
T01476,C0146,2024-07-23,8801,Debit,Swiggy
T01477,C0073,2023-10-28,61842,Credit,Rent
T01478,C0026,2024-01-06,14220,Debit,ATM Withdrawal
T01479,C0090,2023-02-23,6164,Credit,Zomato
T01480,C0123,2023-09-08,69255,Credit,Flipkart
T01481,C0019,2023-01-26,18733,Debit,Salary
T01482,C0055,2024-08-04,2839,Debit,Zomato
T01483,C0114,2024-04-26,27260,Credit,Electric Bill
T01484,C0089,2024-08-12,72726,Credit,Amazon
T01485,C0175,2024-01-17,19455,Debit,ATM Withdrawal
T01486,C0183,2023-01-08,19513,Debit,Rent
T01487,C0111,2024-02-28,19117,Credit,ATM Withdrawal
T01488,C0140,2024-03-26,77446,Credit,Amazon
T01489,C0191,2024-05-13,6812,Debit,ATM Withdrawal
T01490,C0160,2023-05-20,4393,Debit,Flipkart
T01491,C0153,2024-04-12,9494,Debit,Electric Bill
T01492,C0155,2023-11-05,13411,Debit,Zomato
T01493,C0127,2023-08-09,18532,Debit,Swiggy
T01494,C0026,2024-06-08,11765,Debit,Swiggy
T01495,C0132,2024-04-06,18014,Debit,ATM Withdrawal
T01496,C0101,2023-03-26,10830,Debit,Swiggy
T01497,C0155,2024-02-12,34021,Credit,Salary
T01498,C0181,2024-04-17,3971,Debit,Salary
T01499,C0189,2024-09-12,12303,Credit,Salary
T01500,C0169,2024-02-28,18539,Debit,Zomato
T01501,C0110,2023-03-31,19475,Credit,Rent
T01502,C0026,2023-01-14,11733,Debit,Flipkart
T01503,C0146,2023-04-03,1406,Debit,Zomato
T01504,C0168,2023-05-14,18601,Debit,Flipkart
T01505,C0079,2023-03-25,6917,Debit,Flipkart
T01506,C0108,2023-09-24,41633,Credit,Salary
T01507,C0041,2023-10-30,76515,Credit,Electric Bill
T01508,C0092,2023-01-10,64162,Credit,Flipkart
T01509,C0115,2023-08-10,7308,Debit,ATM Withdrawal
T01510,C0090,2024-09-09,65675,Credit,ATM Withdrawal
T01511,C0098,2023-11-22,60516,Credit,Rent
T01512,C0123,2024-04-20,9555,Debit,Rent
T01513,C0147,2024-09-10,14666,Debit,Amazon
T01514,C0121,2024-02-23,63963,Credit,Flipkart
T01515,C0019,2023-02-20,2349,Debit,Amazon
T01516,C0170,2024-05-27,10414,Credit,Zomato
T01517,C0130,2024-05-02,15553,Credit,Amazon
T01518,C0082,2023-11-22,9278,Credit,Salary
T01519,C0048,2023-04-26,13807,Debit,Salary
T01520,C0149,2024-07-20,21697,Credit,Salary
T01521,C0161,2024-04-24,614,Debit,Swiggy
T01522,C0125,2023-10-04,10448,Debit,Amazon
T01523,C0074,2024-11-27,18941,Debit,Swiggy
T01524,C0027,2023-02-09,15083,Debit,ATM Withdrawal
T01525,C0040,2024-08-26,12451,Debit,Swiggy
T01526,C0137,2023-09-19,41833,Credit,Electric Bill
T01527,C0176,2023-01-28,54009,Credit,Electric Bill
T01528,C0168,2023-10-09,5780,Debit,Salary
T01529,C0199,2024-06-29,14865,Debit,Rent
T01530,C0155,2024-08-15,4344,Debit,Amazon
T01531,C0073,2024-05-05,79305,Credit,ATM Withdrawal
T01532,C0150,2023-09-01,19224,Debit,ATM Withdrawal
T01533,C0041,2023-10-09,11355,Debit,Swiggy
T01534,C0034,2023-02-06,17127,Debit,ATM Withdrawal
T01535,C0068,2024-07-18,11692,Debit,Rent
T01536,C0087,2024-04-08,72096,Credit,Salary
T01537,C0149,2023-11-28,29663,Credit,Swiggy
T01538,C0080,2023-07-31,11008,Debit,Salary
T01539,C0099,2024-04-23,42501,Credit,Flipkart
T01540,C0106,2023-03-20,10760,Debit,Amazon
T01541,C0097,2023-07-31,6683,Debit,ATM Withdrawal
T01542,C0132,2024-10-18,17884,Credit,Salary
T01543,C0111,2024-11-24,8596,Debit,ATM Withdrawal
T01544,C0152,2023-04-01,31606,Credit,Electric Bill
T01545,C0159,2024-02-22,77769,Credit,Amazon
T01546,C0038,2023-07-22,6980,Credit,Electric Bill
T01547,C0098,2024-07-24,14894,Debit,Rent
T01548,C0115,2023-08-06,6219,Credit,Swiggy
T01549,C0051,2023-10-07,35805,Credit,Zomato
T01550,C0159,2024-07-15,79847,Credit,Zomato
T01551,C0035,2023-07-24,46896,Credit,Flipkart
T01552,C0159,2024-01-19,31084,Credit,Electric Bill
T01553,C0170,2024-10-05,73541,Credit,Electric Bill
T01554,C0119,2024-03-04,77718,Credit,Swiggy
T01555,C0051,2024-10-01,12053,Credit,Swiggy
T01556,C0117,2023-11-12,6623,Debit,Salary
T01557,C0014,2023-09-01,7228,Debit,Salary
T01558,C0098,2023-08-18,18834,Debit,Electric Bill
T01559,C0186,2023-07-10,8162,Credit,ATM Withdrawal
T01560,C0055,2024-07-27,14606,Debit,Rent
T01561,C0015,2023-11-07,49584,Credit,Swiggy
T01562,C0120,2023-01-30,17085,Debit,Amazon
T01563,C0044,2024-08-31,2800,Debit,Rent
T01564,C0010,2023-01-06,75094,Credit,Flipkart
T01565,C0075,2023-01-10,13495,Debit,ATM Withdrawal
T01566,C0065,2023-07-02,4471,Debit,Rent
T01567,C0151,2023-12-27,6188,Debit,Rent
T01568,C0112,2024-07-17,10319,Debit,Flipkart
T01569,C0008,2023-09-30,64835,Credit,Salary
T01570,C0007,2024-05-10,16339,Debit,Flipkart
T01571,C0194,2024-07-07,34649,Credit,Electric Bill
T01572,C0095,2023-08-20,8112,Debit,Flipkart
T01573,C0059,2023-04-09,22804,Credit,Swiggy
T01574,C0048,2023-02-09,9687,Debit,Rent
T01575,C0008,2023-12-15,10748,Credit,Zomato
T01576,C0171,2024-01-10,13175,Debit,ATM Withdrawal
T01577,C0152,2024-02-13,10689,Debit,ATM Withdrawal
T01578,C0072,2024-09-29,29274,Credit,Electric Bill
T01579,C0129,2023-11-26,180,Debit,Rent
T01580,C0154,2023-05-28,28334,Credit,Electric Bill
T01581,C0102,2023-09-17,68070,Credit,Rent
T01582,C0066,2023-03-03,31440,Credit,Zomato
T01583,C0048,2024-03-03,2309,Debit,Flipkart
T01584,C0127,2024-09-16,19541,Credit,Salary
T01585,C0088,2023-06-18,19611,Debit,Flipkart
T01586,C0048,2024-04-17,14574,Debit,Flipkart
T01587,C0069,2024-11-02,17753,Debit,Salary
T01588,C0065,2024-08-13,76093,Credit,Zomato
T01589,C0119,2024-05-02,62485,Credit,Flipkart
T01590,C0047,2023-06-16,14797,Debit,Amazon
T01591,C0124,2024-08-31,6933,Debit,Zomato
T01592,C0048,2024-04-24,64315,Credit,ATM Withdrawal
T01593,C0111,2023-05-03,4595,Debit,Rent
T01594,C0027,2023-02-04,10862,Debit,Zomato
T01595,C0087,2024-05-29,55821,Credit,Swiggy
T01596,C0138,2024-07-07,18944,Credit,Rent
T01597,C0028,2023-01-12,27553,Credit,Electric Bill
T01598,C0064,2024-09-05,6189,Credit,Zomato
T01599,C0091,2024-10-15,14701,Debit,Zomato
T01600,C0200,2023-06-13,39067,Credit,Zomato
T01601,C0007,2023-12-08,16622,Debit,Salary
T01602,C0093,2023-09-08,70797,Credit,Zomato
T01603,C0011,2024-05-26,19004,Credit,Flipkart
T01604,C0021,2023-11-07,8698,Debit,ATM Withdrawal
T01605,C0099,2023-05-06,3288,Debit,ATM Withdrawal
T01606,C0024,2023-11-07,9779,Debit,Electric Bill
T01607,C0028,2023-12-10,8160,Credit,Swiggy
T01608,C0189,2023-11-14,13775,Debit,Amazon
T01609,C0135,2023-06-24,71485,Credit,Amazon
T01610,C0178,2024-04-26,4583,Debit,ATM Withdrawal
T01611,C0149,2024-11-18,7364,Debit,Flipkart
T01612,C0067,2024-10-31,19856,Debit,Rent
T01613,C0069,2023-09-19,2021,Debit,Swiggy
T01614,C0052,2023-09-04,5067,Debit,Electric Bill
T01615,C0109,2024-09-27,3776,Debit,Electric Bill
T01616,C0106,2023-10-25,64879,Credit,Electric Bill
T01617,C0011,2024-04-05,16415,Credit,Rent
T01618,C0049,2023-10-29,5450,Debit,Zomato
T01619,C0121,2024-10-12,7278,Debit,Zomato
T01620,C0054,2023-05-27,15493,Debit,Flipkart
T01621,C0025,2023-05-22,18771,Debit,Zomato
T01622,C0157,2024-10-29,17433,Debit,Flipkart
T01623,C0113,2024-09-26,9401,Debit,Electric Bill
T01624,C0103,2023-12-25,46035,Credit,Salary
T01625,C0073,2023-07-08,17370,Debit,ATM Withdrawal
T01626,C0131,2024-03-12,48423,Credit,Swiggy
T01627,C0161,2024-03-08,15057,Debit,ATM Withdrawal
T01628,C0071,2023-09-15,9467,Debit,Amazon
T01629,C0161,2024-06-16,16059,Credit,Zomato
T01630,C0031,2024-06-01,5665,Debit,Electric Bill
T01631,C0096,2023-02-13,18326,Debit,Swiggy
T01632,C0164,2023-07-29,20360,Credit,Salary
T01633,C0076,2023-10-30,66581,Credit,Swiggy
T01634,C0198,2023-09-25,51643,Credit,Salary
T01635,C0029,2024-06-25,12091,Debit,Electric Bill
T01636,C0109,2023-12-17,20483,Credit,Electric Bill
T01637,C0158,2023-12-12,65298,Credit,Electric Bill
T01638,C0068,2023-12-20,16866,Debit,Amazon
T01639,C0191,2023-01-07,8223,Debit,Rent
T01640,C0191,2023-08-23,74940,Credit,Flipkart
T01641,C0055,2023-09-27,12199,Credit,Flipkart
T01642,C0047,2024-05-12,1077,Debit,Rent
T01643,C0191,2024-07-21,6654,Debit,Electric Bill
T01644,C0051,2024-02-02,9647,Debit,Electric Bill
T01645,C0133,2024-02-21,32248,Credit,Rent
T01646,C0162,2024-10-20,12862,Debit,Zomato
T01647,C0080,2023-10-25,18401,Credit,Zomato
T01648,C0065,2024-03-15,48322,Credit,Flipkart
T01649,C0151,2024-04-19,24422,Credit,ATM Withdrawal
T01650,C0104,2024-09-16,43307,Credit,Swiggy
T01651,C0094,2023-07-16,22578,Credit,Electric Bill
T01652,C0173,2023-04-24,60800,Credit,Salary
T01653,C0085,2024-08-05,55971,Credit,Amazon
T01654,C0044,2024-08-19,13727,Credit,Electric Bill
T01655,C0070,2024-02-27,17746,Debit,ATM Withdrawal
T01656,C0051,2023-01-12,65148,Credit,Electric Bill
T01657,C0181,2023-11-14,1480,Debit,Flipkart
T01658,C0106,2023-05-30,5381,Debit,Zomato
T01659,C0086,2024-10-22,22008,Credit,Swiggy
T01660,C0046,2024-05-17,22871,Credit,ATM Withdrawal
T01661,C0074,2023-03-22,18952,Debit,Zomato
T01662,C0087,2023-10-31,45357,Credit,Flipkart
T01663,C0161,2023-02-04,39450,Credit,Flipkart
T01664,C0095,2024-03-07,6728,Debit,Amazon
T01665,C0042,2024-01-07,14178,Debit,Amazon
T01666,C0122,2024-09-06,66622,Credit,Flipkart
T01667,C0103,2024-01-04,22548,Credit,Electric Bill
T01668,C0016,2024-10-11,69252,Credit,Amazon
T01669,C0067,2024-07-16,58055,Credit,Zomato
T01670,C0187,2024-06-21,11163,Debit,Amazon
T01671,C0111,2023-08-28,12297,Debit,Rent
T01672,C0173,2023-05-22,33366,Credit,Salary
T01673,C0183,2024-08-21,10347,Debit,Amazon
T01674,C0071,2024-10-15,31074,Credit,Swiggy
T01675,C0080,2023-02-06,10123,Debit,Swiggy
T01676,C0086,2024-07-10,17891,Debit,Salary
T01677,C0198,2024-09-18,27205,Credit,Electric Bill
T01678,C0077,2023-04-15,41473,Credit,Salary
T01679,C0158,2024-02-27,39594,Credit,Amazon
T01680,C0110,2024-04-07,49894,Credit,Amazon
T01681,C0138,2024-02-02,7341,Debit,Swiggy
T01682,C0047,2023-07-09,7560,Debit,ATM Withdrawal
T01683,C0151,2023-12-16,69259,Credit,Flipkart
T01684,C0126,2024-10-13,10239,Debit,Electric Bill
T01685,C0171,2023-05-04,10679,Debit,Amazon
T01686,C0191,2024-01-10,16752,Debit,Electric Bill
T01687,C0188,2024-10-16,6931,Credit,Rent
T01688,C0005,2024-06-07,9647,Debit,Flipkart
T01689,C0100,2024-06-12,63907,Credit,Flipkart
T01690,C0079,2024-01-26,58380,Credit,ATM Withdrawal
T01691,C0083,2024-12-01,19160,Debit,Salary
T01692,C0162,2023-03-04,11768,Debit,ATM Withdrawal
T01693,C0191,2024-02-07,14881,Credit,Rent
T01694,C0132,2023-04-13,36275,Credit,ATM Withdrawal
T01695,C0102,2023-10-08,1533,Debit,Flipkart
T01696,C0073,2023-10-22,8159,Debit,Electric Bill
T01697,C0199,2023-09-17,14411,Debit,Rent
T01698,C0104,2024-11-14,33705,Credit,Swiggy
T01699,C0133,2024-11-11,63358,Credit,Salary
T01700,C0093,2024-05-08,18937,Debit,Amazon
T01701,C0031,2024-05-15,5370,Debit,Rent
T01702,C0131,2023-10-19,65473,Credit,Salary
T01703,C0145,2023-02-05,28094,Credit,Electric Bill
T01704,C0092,2023-11-27,2261,Debit,Amazon
T01705,C0156,2023-04-18,2636,Debit,Amazon
T01706,C0146,2024-05-17,28059,Credit,Swiggy
T01707,C0069,2024-11-28,12545,Debit,Amazon
T01708,C0165,2024-03-28,56727,Credit,Salary
T01709,C0157,2023-06-25,10620,Debit,Electric Bill
T01710,C0046,2024-07-01,1467,Debit,Zomato
T01711,C0193,2023-07-20,43981,Credit,Electric Bill
T01712,C0073,2023-02-18,10583,Credit,Flipkart
T01713,C0065,2023-11-26,7794,Debit,Zomato
T01714,C0176,2023-04-28,64526,Credit,Zomato
T01715,C0137,2024-04-20,48720,Credit,Electric Bill
T01716,C0152,2024-04-03,4459,Debit,ATM Withdrawal
T01717,C0106,2023-04-10,5652,Debit,Amazon
T01718,C0070,2023-10-30,71088,Credit,ATM Withdrawal
T01719,C0178,2024-01-21,73711,Credit,Flipkart
T01720,C0010,2024-08-14,65741,Credit,Flipkart
T01721,C0130,2024-11-08,39774,Credit,Flipkart
T01722,C0158,2023-06-11,1610,Debit,Zomato
T01723,C0032,2023-07-05,68687,Credit,Swiggy
T01724,C0152,2024-09-30,42219,Credit,Zomato
T01725,C0159,2024-11-10,12466,Debit,Amazon
T01726,C0143,2024-05-05,52910,Credit,Swiggy
T01727,C0123,2024-03-01,22937,Credit,Zomato
T01728,C0040,2024-11-05,36000,Credit,Zomato
T01729,C0014,2023-08-30,15317,Debit,Swiggy
T01730,C0159,2023-02-04,43684,Credit,Flipkart
